,bank_name,url,swift_code
568,BEST BUY EUROPE DISTRIBUTIONS LTD,http://www.swiftcodelist.com/bank/united-kingdom/best_buy_europe_distributions_ltd.html,BBEDGB2L
569,BEST INVESTMENT BROKER PLC,http://www.swiftcodelist.com/bank/united-kingdom/best_investment_broker_plc.html,BEIBGB21
570,BEST INVESTMENT RESEARCH LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/best_investment_research_limited.html,BEIRGB21
571,BESTINVEST (BROKERS) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bestinvest_brokers_limited.html,BEBOGB21
572,BETA FINANCE CORPORATION,http://www.swiftcodelist.com/bank/united-kingdom/beta_finance_corporation.html,BEFPGB21
573,BETA FUNDS LTD,http://www.swiftcodelist.com/bank/united-kingdom/beta_funds_ltd.html,BTAFGB21
574,BEVERLEY BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/beverley_building_society.html,BEBSGB21
575,BEVIS TRUSTEES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bevis_trustees_limited.html,BETRGB21
576,BFS INVESTMENTS PLC,http://www.swiftcodelist.com/bank/united-kingdom/bfs_investments_plc.html,BFIEGB21
577,BGC BROKERS L.P.,http://www.swiftcodelist.com/bank/united-kingdom/bgc_brokers_l_p.html,CFILGB3LARL
578,BGC INTERNATIONAL,http://www.swiftcodelist.com/bank/united-kingdom/bgc_international.html,CFILGB21
579,BHB MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/bhb_management_ltd.html,BHMAGB21
580,BHP BILLITON FINANCE PLC,http://www.swiftcodelist.com/bank/united-kingdom/bhp_billiton_finance_plc.html,BHPBGB2LSAP
581,BI LINK CAPITAL MARKETS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bi_link_capital_markets_limited.html,BCPMGB21
582,BIBBY FINANCIAL SERVICES,http://www.swiftcodelist.com/bank/united-kingdom/bibby_financial_services.html,BIFIGB21
583,BIOPHARMA ADVISERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/biopharma_advisers_ltd.html,BIAVGB21
584,BIP TRADING (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/bip_trading_uk_ltd.html,BITNGB21
585,BIP TRADING LLP,http://www.swiftcodelist.com/bank/united-kingdom/bip_trading_llp.html,BIRPGB21
586,BISHOPSGATE CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bishopsgate_capital_limited.html,BIPTGB21
587,BISYS FUND SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bisys_fund_services_limited.html,BIFVGB21
588,BISYS INVESTMENT SERVICES,http://www.swiftcodelist.com/bank/united-kingdom/bisys_investment_services.html,BSYSGB21
589,BLACK KETTLE INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/black_kettle_international_limited.html,BLKIGB21
590,BLACK RIVER AM LTD,http://www.swiftcodelist.com/bank/united-kingdom/black_river_am_ltd.html,BLRVGB21
591,BLACKBIRD EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackbird_europe_limited.html,BLERGB21
592,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
593,Precede,http://www.swiftcodelist.com/banks/united-kingdom-4.html,B JOHNSON INTERNATIONAL ADVISORS LTD
594,,http://www.swiftcodelist.com/banks/united-kingdom.html,
595,,http://www.swiftcodelist.com/banks/united-kingdom-2.html,
596,,http://www.swiftcodelist.com/banks/united-kingdom-3.html,
597,,http://www.swiftcodelist.com/banks/united-kingdom-4.html,
598,,http://www.swiftcodelist.com/banks/united-kingdom-6.html,
599,,http://www.swiftcodelist.com/banks/united-kingdom-7.html,
600,,http://www.swiftcodelist.com/banks/united-kingdom-8.html,
601,,http://www.swiftcodelist.com/banks/united-kingdom-9.html,
602,,http://www.swiftcodelist.com/banks/united-kingdom-10.html,
603,Next,http://www.swiftcodelist.com/banks/united-kingdom-6.html,BLACKROCK ADVISORS (UK) LIMITED
604,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
605,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
606,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
607,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
608,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
609,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
610,,http://www.swiftcodelist.com/country/united-kingdom.html,
611,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
612,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
613,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
614,BLACKFRIARS ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackfriars_asset_management_limited.html,BFAMGB2L
615,BLACKROCK ADVISORS (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackrock_advisors_uk_limited.html,BGIAGB2L
616,BLACKROCK ASSET MANAGEMENT UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackrock_asset_management_uk_limited.html,MLAAGB21
617,BLACKROCK INSTITUTIONAL TRUST COMPANY N.A. (UK BRANCH),http://www.swiftcodelist.com/bank/united-kingdom/blackrock_institutional_trust_company_n_a_uk_branch.html,BIRMGB21
618,BLACKROCK INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackrock_international_limited.html,BLKSGB21
619,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackrock_investment_management_uk_limited.html,MLIGGB21
620,BLACKROCK INVESTMENT MANAGEMENT INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackrock_investment_management_international_limited.html,MLIAGB21
621,BLACKROCK LIFE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blackrock_life_limited.html,BLLFGB21
622,BLACKSQUARE CAPITAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/blacksquare_capital_llp.html,BCLPGB21
623,BLAKENEY MORLAND MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blakeney_morland_management_limited.html,BLMAGB21
624,BLANKSTONE SINGTON LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blankstone_sington_limited.html,BLASGB21
625,BLEVINS FRANKS UNIT TRUST MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blevins_franks_unit_trust_managers_limited.html,BFUTGB21
626,BLF GLOBAL ASSET MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/blf_global_asset_management_ltd.html,BGAEGB21
627,BLOM BANK FRANCE,http://www.swiftcodelist.com/bank/united-kingdom/blom_bank_france.html,BLOMGB2L
628,BLOOMBERG LP,http://www.swiftcodelist.com/bank/united-kingdom/bloomberg_lp.html,BLBGGB2LA01
629,BLOOMBERG TRADEBOOK EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bloomberg_tradebook_europe_limited.html,BLTRGB2L
630,BLUE BORDER PARTNERS (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blue_border_partners_uk_limited.html,BLBPGB21
631,BLUE CAPITAL EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blue_capital_europe_limited.html,BLCEGB21
632,BLUE MOUNTAIN CAPITAL PARTNERS (LONDON) LLP,http://www.swiftcodelist.com/bank/united-kingdom/blue_mountain_capital_partners_london_llp.html,BMCPGB21
633,BLUE OAK CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/blue_oak_capital_limited.html,BLOAGB21
634,BLUE PLANET INVESTMENT ADVISERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/blue_planet_investment_advisers_ltd.html,BPIGGB21
635,BLUEBAY ASSET MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/bluebay_asset_management_llp.html,BLAMGB21
636,BLUECREST,http://www.swiftcodelist.com/bank/united-kingdom/bluecrest.html,BLEEGB21
637,BLUECREST CAPITAL INTERNATIONAL MASTER FUND LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bluecrest_capital_international_master_fund_limited.html,BCNEGB21
638,BLUECREST CAPITAL MANAGEMENT (UK) LLP,http://www.swiftcodelist.com/bank/united-kingdom/bluecrest_capital_management_uk_llp.html,BPMLGB21
639,BLUECREST CAPITAL MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/bluecrest_capital_management_llp.html,BCGPGB21
640,BLUECREST CAPITAL MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/bluecrest_capital_management_ltd.html,BLCNGB21
641,BLUEFIN EUROPE LLP,http://www.swiftcodelist.com/bank/united-kingdom/bluefin_europe_llp.html,BLEPGB21
642,BLUEGOLD CAPITAL MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/bluegold_capital_management_llp.html,BCMPGB21
643,BLUEHONE VENTURES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bluehone_ventures_limited.html,BAVUGB21
644,BMCE BANK INTERNATIONAL PLC,http://www.swiftcodelist.com/bank/united-kingdom/bmce_bank_international_plc.html,MEDTGB2L
645,BMO CAPITAL MARKETS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bmo_capital_markets_limited.html,NETHGB21
646,BNL (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bnl_uk_limited.html,BALSGB21
647,BNP CAPITAL MARKETS LTD.,http://www.swiftcodelist.com/bank/united-kingdom/bnp_capital_markets_ltd.html,BNCMGB21
648,BNP PARIBAS ASSET MANAGEMENT UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_asset_management_uk_limited.html,BPAEGB21
649,BNP PARIBAS CLEAN ENERGY PARTNERS GP LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_clean_energy_partners_gp_limited.html,BPCGGB21
650,BNP PARIBAS COMMODITY FUTURES LTD,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_commodity_futures_ltd.html,BPCUGB21
651,BNP PARIBAS FINANCE PLC,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_finance_plc.html,BNPAGB21
652,BNP PARIBAS FORTIS SA/NV UK BRANCH,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_fortis_sa_nv_uk_branch.html,GEBAGB22
653,BNP PARIBAS INVESTMENT PARTNERS UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_investment_partners_uk_limited.html,BPITGB21
654,BNP PARIBAS LONDON BRANCH,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_london_branch.html,BNPAGB22PBG
655,BNP PARIBAS PRIVATE INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_private_investment_management_ltd.html,PRILGB21
656,BNP PARIBAS SA,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_sa.html,PCMSGB21
657,BNP PARIBAS SECURITIES SERVICES,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_securities_services.html,HNADGB2LCOR
658,BNP PARIBAS SECURITIES SERVICES UNITED KINGDOM,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_securities_services_united_kingdom.html,PARBGB2LALO
659,BNP PARIBAS UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bnp_paribas_uk_limited.html,BNPBGB21
660,BNY CONVERGEX LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bny_convergex_limited.html,CVGXGB21
661,BNY MELLON CAPITAL MARKETS EMEA LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bny_mellon_capital_markets_emea_limited.html,BMCKGB21
662,BNY MELLON SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bny_mellon_services_limited.html,BCSNGB21
663,BNY TRUST COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bny_trust_company_limited.html,BNTUGB21
664,BOERSE BERLIN,http://www.swiftcodelist.com/bank/united-kingdom/boerse_berlin.html,XBERGB21
665,BOF COMMODITIES LTD,http://www.swiftcodelist.com/bank/united-kingdom/bof_commodities_ltd.html,BOCDGB21
666,BOHLER AND ASSOCIATES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bohler_and_associates_limited.html,BOACGB21
667,BONDCLICK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bondclick_limited.html,BONLGB21
668,BONE SMITH AND BARD LTD,http://www.swiftcodelist.com/bank/united-kingdom/bone_smith_and_bard_ltd.html,BOSBGB21
669,BONFIELD ASSET MANAGEMENT LTD.,http://www.swiftcodelist.com/bank/united-kingdom/bonfield_asset_management_ltd.html,BOAMGB21
670,BORDER ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/border_asset_management_limited.html,BOANGB21
671,BORDER BANK LTD,http://www.swiftcodelist.com/bank/united-kingdom/border_bank_ltd.html,BODRGB21
672,BOSTON BANK INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/boston_bank_international_ltd.html,BOIIGB21
673,BOTTA INVESTMENT UK LTD,http://www.swiftcodelist.com/bank/united-kingdom/botta_investment_uk_ltd.html,BOTAGB21
674,BOTTOMLINE TECHNOLOGIES EUROPE LTD,http://www.swiftcodelist.com/bank/united-kingdom/bottomline_technologies_europe_ltd.html,BOTOGB22
675,BOTTS AND COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/botts_and_company_limited.html,BOCPGB21
676,BOUSSARD AND GAVAUDAN ASSET MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/boussard_and_gavaudan_asset_management.html,BGANGB21
677,BOUSSARD AND GAVAUDAN GESTION,http://www.swiftcodelist.com/bank/united-kingdom/boussard_and_gavaudan_gestion.html,BOGGGB21
678,BOYER ALLAN INVESTMENT SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/boyer_allan_investment_services_limited.html,BAIGGB21
679,BP INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bp_international_limited.html,BPGBGB2L
680,BP INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bp_investment_management_limited.html,IMANGB21
681,BP JAPAN TRADING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bp_japan_trading_limited.html,JATAGB21
682,BP OIL INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bp_oil_international_limited.html,OIINGB21
683,BP OIL UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bp_oil_uk_limited.html,OILOGB21
684,BPG CORPORATE FINANCE LTD,http://www.swiftcodelist.com/bank/united-kingdom/bpg_corporate_finance_ltd.html,BPCFGB21
685,BPI (SECURITIES) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bpi_securities_limited.html,BPSUGB21
686,BRACKEN PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bracken_partners_limited.html,BRPRGB21
687,BRADFORD AND BINGLEY PLC,http://www.swiftcodelist.com/bank/united-kingdom/bradford_and_bingley_plc.html,BRABGB22
688,BRADSHAW ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bradshaw_asset_management_limited.html,BRANGB21
689,BRAINS INC LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brains_inc_limited.html,BRNIGB21
690,BRAMBLES ENTERPRISES LTD,http://www.swiftcodelist.com/bank/united-kingdom/brambles_enterprises_ltd.html,BRAMGB2L
691,BRANDEAUX ADVISERS (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brandeaux_advisers_uk_limited.html,BRGRGB21
692,BRANDEIS (BROKERS) LTD.,http://www.swiftcodelist.com/bank/united-kingdom/brandeis_brokers_ltd.html,BRBRGB21
693,BRANDENBURG SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brandenburg_securities_limited.html,BRSRGB21
694,BRANSTON AND GOTHARD LTD.,http://www.swiftcodelist.com/bank/united-kingdom/branston_and_gothard_ltd.html,BRAGGB21
695,BRENNUS ASSET MNGT LLP,http://www.swiftcodelist.com/bank/united-kingdom/brennus_asset_mngt_llp.html,BSNLGB21
696,BREP MANAGEMENT (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brep_management_uk_limited.html,BRMNGB21
697,BREVAN HOWARD ASSET MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/brevan_howard_asset_management_llp.html,BRHWGB21
698,BREWIN DOLPHIN LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brewin_dolphin_limited.html,BRDOGB21
699,BREWIN DOLPHIN SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brewin_dolphin_securities_limited.html,BRWDGB21
700,BREWIN NOMINEES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brewin_nominees_limited.html,BRWNGB21
701,BRI ASSET MANAGEMENT PLC,http://www.swiftcodelist.com/bank/united-kingdom/bri_asset_management_plc.html,BRSMGB21
702,BRIDGE HALL STOCKBROKERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bridge_hall_stockbrokers_limited.html,BRHTGB21
703,BRIDGE INTERNATIONAL BROKING (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/bridge_international_broking_uk_ltd.html,BRIRGB21
704,BRIDGE OF CALLY ENERGY INVESTMENTS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bridge_of_cally_energy_investments_limited.html,BCEIGB21
705,BRIDGE TRADING COMPANY UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bridge_trading_company_uk_limited.html,BRTCGB21
706,BRIDGEPOINT CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bridgepoint_capital_limited.html,BRAPGB21
707,BRIDGEPOINT PRIVATE EQUITY LTD,http://www.swiftcodelist.com/bank/united-kingdom/bridgepoint_private_equity_ltd.html,BRPEGB21
708,BRIDGEWELL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bridgewell_limited.html,BROFGB21
709,BRIDPORT INVESTOR SERVICES LTD,http://www.swiftcodelist.com/bank/united-kingdom/bridport_investor_services_ltd.html,BRICGB21
710,BRIGHT CAPITAL (TRADING ADVISERS) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bright_capital_trading_advisers_limited.html,GNTAGB21
711,BRIGHT CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bright_capital_limited.html,GNFMGB21
712,BRISTOL,http://www.swiftcodelist.com/bank/united-kingdom/bristol.html,HLFXGB21D04
713,BRISTOL AND WEST PLC,http://www.swiftcodelist.com/bank/united-kingdom/bristol_and_west_plc.html,BRWEGB21
714,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
715,Precede,http://www.swiftcodelist.com/banks/united-kingdom-5.html,BARCLAYS CAPITAL PORTFOLIO MANAGEMENT
716,,http://www.swiftcodelist.com/banks/united-kingdom-2.html,
717,,http://www.swiftcodelist.com/banks/united-kingdom-3.html,
718,,http://www.swiftcodelist.com/banks/united-kingdom-4.html,
719,,http://www.swiftcodelist.com/banks/united-kingdom-5.html,
720,,http://www.swiftcodelist.com/banks/united-kingdom-7.html,
721,,http://www.swiftcodelist.com/banks/united-kingdom-8.html,
722,,http://www.swiftcodelist.com/banks/united-kingdom-9.html,
723,,http://www.swiftcodelist.com/banks/united-kingdom-10.html,
724,,http://www.swiftcodelist.com/banks/united-kingdom-11.html,
725,Next,http://www.swiftcodelist.com/banks/united-kingdom-7.html,BRITANNIC ENERGY TRADING LIMITED
726,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
727,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
728,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
729,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
730,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
731,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
732,,http://www.swiftcodelist.com/country/united-kingdom.html,
733,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
734,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
735,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
736,BRITANNIA LIFE LTD.,http://www.swiftcodelist.com/bank/united-kingdom/britannia_life_ltd.html,BRTLGB21
737,BRITANNIC ENERGY TRADING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/britannic_energy_trading_limited.html,BRETGB21
738,BRITANNIC FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/britannic_fund_managers_limited.html,BRFMGB21
739,BRITANNIC TRADING LTD,http://www.swiftcodelist.com/bank/united-kingdom/britannic_trading_ltd.html,BRTRGB21
740,BRITANNIC UNIT TRUST MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/britannic_unit_trust_managers_limited.html,BUTNGB21
741,BRITISH AIRWAYS PENSION INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/british_airways_pension_investment_management_limited.html,BAEVGB21
742,BRITISH ARAB COMMERCIAL BANK PLC,http://www.swiftcodelist.com/bank/united-kingdom/british_arab_commercial_bank_plc.html,BACMGB2L
743,BRITISH BROADCASTING CORPORATION,http://www.swiftcodelist.com/bank/united-kingdom/british_broadcasting_corporation.html,BBCPGB2L
744,BRITISH ENKALON PENSION SCHEME TRUSTEES,http://www.swiftcodelist.com/bank/united-kingdom/british_enkalon_pension_scheme_trustees.html,BEPIGB21
745,BRITISH GAS PENSION FUNDS MANAGEMENT LTD.,http://www.swiftcodelist.com/bank/united-kingdom/british_gas_pension_funds_management_ltd.html,BGPFGB21
746,BRITISH LINEN BANK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/british_linen_bank_limited.html,BLLIGB21
747,BROADBRIDGE,http://www.swiftcodelist.com/bank/united-kingdom/broadbridge.html,BROAGB21
748,BROADRIDGE CITY NETWORKS (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/broadridge_city_networks_uk_ltd.html,CNETGB2L
749,BROADVIEW INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/broadview_international_limited.html,BRILGB21
750,BROOK CORPORATE FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brook_corporate_finance_limited.html,BCFLGB21
751,BROOKE RESEARCH LTD,http://www.swiftcodelist.com/bank/united-kingdom/brooke_research_ltd.html,BRRSGB21
752,BROOKS MACDONALD ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brooks_macdonald_asset_management_limited.html,BMAAGB2L
753,BROOKS MACDONALD FINANCIAL CONSULTING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brooks_macdonald_financial_consulting_limited.html,BRMGGB21
754,BROWN BROTHERS HARRIMAN INVESTOR SERVICES LTD,http://www.swiftcodelist.com/bank/united-kingdom/brown_brothers_harriman_investor_services_ltd.html,BBHIGB21
755,BROWN BROTHERS HARRIMAN LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/brown_brothers_harriman_limited.html,BBHCGB2L
756,BROWN SHIPLEY AND CO. LTD.,http://www.swiftcodelist.com/bank/united-kingdom/brown_shipley_and_co_ltd.html,BSCOGB2L
757,BROWN SHIPLEY STOCKBROKING (HOLDINGS) LTD.,http://www.swiftcodelist.com/bank/united-kingdom/brown_shipley_stockbroking_holdings_ltd.html,BSSHGB21
758,BROWN SHIPLEY STOCKBROKING LTD.,http://www.swiftcodelist.com/bank/united-kingdom/brown_shipley_stockbroking_ltd.html,BRSTGB21
759,BRUEGGER INVEST LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bruegger_invest_limited.html,BEBRGB21
760,BRYAN GARNIER AND CO. LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bryan_garnier_and_co_limited.html,DMCA Policy
761,BRYAN GARNIER ASSET MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/bryan_garnier_asset_management_ltd.html,BGAAGB21
762,BSI GENERALI UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bsi_generali_uk_limited.html,BSIGGB21
763,BT FUTURES CORPORATION,http://www.swiftcodelist.com/bank/united-kingdom/bt_futures_corporation.html,FUCRGB21
764,BT GILTS LTD.,http://www.swiftcodelist.com/bank/united-kingdom/bt_gilts_ltd.html,GILTGB21
765,BT MSM,http://www.swiftcodelist.com/bank/united-kingdom/bt_msm.html,MSMMGB21
766,BT MSM GUIDION HOUSE,http://www.swiftcodelist.com/bank/united-kingdom/bt_msm_guidion_house.html,MSGHGB21
767,BT SECURITIES (EUROPE) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bt_securities_europe_limited.html,SEEUGB21
768,BT SECURITIES CORPORATION,http://www.swiftcodelist.com/bank/united-kingdom/bt_securities_corporation.html,SECOGB21
769,BTG PACTUAL EUROPE LLP,http://www.swiftcodelist.com/bank/united-kingdom/btg_pactual_europe_llp.html,BPULGB21
770,BTG PACTUAL GLOBAL ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/btg_pactual_global_asset_management_limited.html,BPGSGB21
771,BTIG LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/btig_limited.html,BTIGGB21
772,BTM (EUROPE) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/btm_europe_limited.html,BTEUGB21
773,BUCHANAN PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/buchanan_partners_limited.html,BUPRGB21
774,BUCHANAN SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/buchanan_securities_limited.html,BUCSGB21
775,BUCHANEN PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/buchanen_partners_limited.html,BUPLGB21
776,BUCK CONSULTANTS (HEALTHCARE) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/buck_consultants_healthcare_limited.html,BUWHGB21
777,BUCKINGHAMSHIRE BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/buckinghamshire_building_society.html,BUCKGBC1
778,BULLDOG PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bulldog_partners_limited.html,BUPTGB21
779,BULLMAN INVESTMENT MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/bullman_investment_management_llp.html,BIEPGB31
780,BURBERRY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/burberry_limited.html,BURBGB2L
781,BURBERRY LIMITED TREASURY,http://www.swiftcodelist.com/bank/united-kingdom/burberry_limited_treasury.html,BURBGB3L
782,BUROUGH JOHNSTONE LTD.,http://www.swiftcodelist.com/bank/united-kingdom/burough_johnstone_ltd.html,BJONGB21
783,BURRAGE AND CO LTD,http://www.swiftcodelist.com/bank/united-kingdom/burrage_and_co_ltd.html,BURAGB21
784,BURRAGE UNIT TRUST MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/burrage_unit_trust_management_ltd.html,BUTGGB21
785,BURTON ADVISERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/burton_advisers_limited.html,BUADGB21
786,BUTLER ASSET FINANCE LTD,http://www.swiftcodelist.com/bank/united-kingdom/butler_asset_finance_ltd.html,BUAFGB21
787,BUTLER SECURITIES,http://www.swiftcodelist.com/bank/united-kingdom/butler_securities.html,BTLSGB21
